Sample	Plate	Well	Experiment	Time	Treatment	Replicate	CellNumID	WellType	TimeTreatment
C153bis_G2_Martello_Polo_Day4_E8_F_74	C153bis	G2	experiment_2	DAY4	E8	F	74	SC	Day4_E8
C153bis_G3_Martello_Polo_Day4_E8_F_75	C153bis	G3	experiment_2	DAY4	E8	F	75	SC	Day4_E8
C153bis_G4_Martello_Polo_Day4_E8_F_76	C153bis	G4	experiment_2	DAY4	E8	F	76	SC	Day4_E8
C153bis_G5_Martello_Polo_Day4_E8_F_77	C153bis	G5	experiment_2	DAY4	E8	F	77	SC	Day4_E8
C153bis_G6_Martello_Polo_Day4_E8_F_78	C153bis	G6	experiment_2	DAY4	E8	F	78	SC	Day4_E8
C153bis_G7_Martello_Polo_Day4_E8_F_79	C153bis	G7	experiment_2	DAY4	E8	F	79	SC	Day4_E8
C153bis_G8_Martello_Polo_Day4_E8_F_80	C153bis	G8	experiment_2	DAY4	E8	F	80	SC	Day4_E8
C153bis_G9_Martello_Polo_Day4_E8_F_81	C153bis	G9	experiment_2	DAY4	E8	F	81	SC	Day4_E8
C153bis_H1_Martello_Polo_Day4_E8_F_85	C153bis	H1	experiment_2	DAY4	E8	F	85	SC	Day4_E8
C153bis_H10_Martello_Polo_Day4_E8_F_94	C153bis	H10	experiment_2	DAY4	E8	F	94	SC	Day4_E8
C153bis_H11_Martello_Polo_Day4_E8_F_95	C153bis	H11	experiment_2	DAY4	E8	F	95	SC	Day4_E8
C153bis_H12_Martello_Polo_Day4_E8_F_96_MINIBULK	C153bis	H12	experiment_2	DAY4	E8	F	96	MINIBULK	Day4_E8
C153bis_H2_Martello_Polo_Day4_E8_F_86	C153bis	H2	experiment_2	DAY4	E8	F	86	SC	Day4_E8
C153bis_H3_Martello_Polo_Day4_E8_F_87	C153bis	H3	experiment_2	DAY4	E8	F	87	SC	Day4_E8
C153bis_H4_Martello_Polo_Day4_E8_F_88	C153bis	H4	experiment_2	DAY4	E8	F	88	SC	Day4_E8
C153bis_H5_Martello_Polo_Day4_E8_F_89	C153bis	H5	experiment_2	DAY4	E8	F	89	SC	Day4_E8
C153bis_H6_Martello_Polo_Day4_E8_F_90	C153bis	H6	experiment_2	DAY4	E8	F	90	SC	Day4_E8
C153bis_H7_Martello_Polo_Day4_E8_F_91	C153bis	H7	experiment_2	DAY4	E8	F	91	SC	Day4_E8
C153bis_H8_Martello_Polo_Day4_E8_F_92	C153bis	H8	experiment_2	DAY4	E8	F	92	SC	Day4_E8
C153bis_H9_Martello_Polo_Day4_E8_F_93	C153bis	H9	experiment_2	DAY4	E8	F	93	SC	Day4_E8
C155_A1_Martello_Polo_Day4_E8_F_1_EMPTY	C155	A1	experiment_2	DAY4	E8	F	1	EMPTY	Day4_E8
C155_A10_Martello_Polo_Day4_E8_F_10	C155	A10	experiment_2	DAY4	E8	F	10	SC	Day4_E8
C155_A11_Martello_Polo_Day4_E8_F_11	C155	A11	experiment_2	DAY4	E8	F	11	SC	Day4_E8
C155_A12_Martello_Polo_Day4_E8_F_12	C155	A12	experiment_2	DAY4	E8	F	12	SC	Day4_E8
C155_A2_Martello_Polo_Day4_E8_F_2	C155	A2	experiment_2	DAY4	E8	F	2	SC	Day4_E8
C155_A3_Martello_Polo_Day4_E8_F_3	C155	A3	experiment_2	DAY4	E8	F	3	SC	Day4_E8
C155_A4_Martello_Polo_Day4_E8_F_4	C155	A4	experiment_2	DAY4	E8	F	4	SC	Day4_E8
C155_A5_Martello_Polo_Day4_E8_F_5	C155	A5	experiment_2	DAY4	E8	F	5	SC	Day4_E8
C155_A6_Martello_Polo_Day4_E8_F_6	C155	A6	experiment_2	DAY4	E8	F	6	SC	Day4_E8
C155_A7_Martello_Polo_Day4_E8_F_7	C155	A7	experiment_2	DAY4	E8	F	7	SC	Day4_E8
C155_A8_Martello_Polo_Day4_E8_F_8	C155	A8	experiment_2	DAY4	E8	F	8	SC	Day4_E8
C155_A9_Martello_Polo_Day4_E8_F_9	C155	A9	experiment_2	DAY4	E8	F	9	SC	Day4_E8
C155_B1_Martello_Polo_Day4_E8_F_13	C155	B1	experiment_2	DAY4	E8	F	13	SC	Day4_E8
C155_B10_Martello_Polo_Day4_E8_F_22	C155	B10	experiment_2	DAY4	E8	F	22	SC	Day4_E8
C155_B11_Martello_Polo_Day4_E8_F_23	C155	B11	experiment_2	DAY4	E8	F	23	SC	Day4_E8
C155_B12_Martello_Polo_Day4_E8_F_24	C155	B12	experiment_2	DAY4	E8	F	24	SC	Day4_E8
C155_B2_Martello_Polo_Day4_E8_F_14	C155	B2	experiment_2	DAY4	E8	F	14	SC	Day4_E8
C155_B3_Martello_Polo_Day4_E8_F_15	C155	B3	experiment_2	DAY4	E8	F	15	SC	Day4_E8
C155_B4_Martello_Polo_Day4_E8_F_16	C155	B4	experiment_2	DAY4	E8	F	16	SC	Day4_E8
C155_B5_Martello_Polo_Day4_E8_F_17	C155	B5	experiment_2	DAY4	E8	F	17	SC	Day4_E8
C155_B6_Martello_Polo_Day4_E8_F_18	C155	B6	experiment_2	DAY4	E8	F	18	SC	Day4_E8
C155_B7_Martello_Polo_Day4_E8_F_19	C155	B7	experiment_2	DAY4	E8	F	19	SC	Day4_E8
C155_B8_Martello_Polo_Day4_E8_F_20	C155	B8	experiment_2	DAY4	E8	F	20	SC	Day4_E8
C155_B9_Martello_Polo_Day4_E8_F_21	C155	B9	experiment_2	DAY4	E8	F	21	SC	Day4_E8
C155_C1_Martello_Polo_Day4_E8_F_25	C155	C1	experiment_2	DAY4	E8	F	25	SC	Day4_E8
C155_C10_Martello_Polo_Day4_E8_F_34	C155	C10	experiment_2	DAY4	E8	F	34	SC	Day4_E8
C155_C11_Martello_Polo_Day4_E8_F_35	C155	C11	experiment_2	DAY4	E8	F	35	SC	Day4_E8
C155_C12_Martello_Polo_Day4_E8_F_36	C155	C12	experiment_2	DAY4	E8	F	36	SC	Day4_E8
C155_C2_Martello_Polo_Day4_E8_F_26	C155	C2	experiment_2	DAY4	E8	F	26	SC	Day4_E8
C155_C3_Martello_Polo_Day4_E8_F_27	C155	C3	experiment_2	DAY4	E8	F	27	SC	Day4_E8
C155_C4_Martello_Polo_Day4_E8_F_28	C155	C4	experiment_2	DAY4	E8	F	28	SC	Day4_E8
C155_C5_Martello_Polo_Day4_E8_F_29	C155	C5	experiment_2	DAY4	E8	F	29	SC	Day4_E8
C155_C6_Martello_Polo_Day4_E8_F_30	C155	C6	experiment_2	DAY4	E8	F	30	SC	Day4_E8
C155_C7_Martello_Polo_Day4_E8_F_31	C155	C7	experiment_2	DAY4	E8	F	31	SC	Day4_E8
C155_C8_Martello_Polo_Day4_E8_F_32	C155	C8	experiment_2	DAY4	E8	F	32	SC	Day4_E8
C155_C9_Martello_Polo_Day4_E8_F_33	C155	C9	experiment_2	DAY4	E8	F	33	SC	Day4_E8
C155_D1_Martello_Polo_Day4_E8_F_37	C155	D1	experiment_2	DAY4	E8	F	37	SC	Day4_E8
C155_D10_Martello_Polo_Day4_E8_F_46	C155	D10	experiment_2	DAY4	E8	F	46	SC	Day4_E8
C155_D11_Martello_Polo_Day4_E8_F_47	C155	D11	experiment_2	DAY4	E8	F	47	SC	Day4_E8
C155_D12_Martello_Polo_Day4_E8_F_48	C155	D12	experiment_2	DAY4	E8	F	48	SC	Day4_E8
C155_D2_Martello_Polo_Day4_E8_F_38	C155	D2	experiment_2	DAY4	E8	F	38	SC	Day4_E8
C155_D3_Martello_Polo_Day4_E8_F_39	C155	D3	experiment_2	DAY4	E8	F	39	SC	Day4_E8
C155_D4_Martello_Polo_Day4_E8_F_40	C155	D4	experiment_2	DAY4	E8	F	40	SC	Day4_E8
C155_D5_Martello_Polo_Day4_E8_F_41	C155	D5	experiment_2	DAY4	E8	F	41	SC	Day4_E8
C155_D6_Martello_Polo_Day4_E8_F_42	C155	D6	experiment_2	DAY4	E8	F	42	SC	Day4_E8
C155_D7_Martello_Polo_Day4_E8_F_43	C155	D7	experiment_2	DAY4	E8	F	43	SC	Day4_E8
C155_D8_Martello_Polo_Day4_E8_F_44	C155	D8	experiment_2	DAY4	E8	F	44	SC	Day4_E8
C155_D9_Martello_Polo_Day4_E8_F_45	C155	D9	experiment_2	DAY4	E8	F	45	SC	Day4_E8
C155_E1_Martello_Polo_Day4_E8_F_49	C155	E1	experiment_2	DAY4	E8	F	49	SC	Day4_E8
C155_E10_Martello_Polo_Day4_E8_F_58	C155	E10	experiment_2	DAY4	E8	F	58	SC	Day4_E8
C155_E11_Martello_Polo_Day4_E8_F_59	C155	E11	experiment_2	DAY4	E8	F	59	SC	Day4_E8
C155_E12_Martello_Polo_Day4_E8_F_60	C155	E12	experiment_2	DAY4	E8	F	60	SC	Day4_E8
C155_E2_Martello_Polo_Day4_E8_F_50	C155	E2	experiment_2	DAY4	E8	F	50	SC	Day4_E8
C155_E3_Martello_Polo_Day4_E8_F_51	C155	E3	experiment_2	DAY4	E8	F	51	SC	Day4_E8
C155_E4_Martello_Polo_Day4_E8_F_52	C155	E4	experiment_2	DAY4	E8	F	52	SC	Day4_E8
C155_E5_Martello_Polo_Day4_E8_F_53	C155	E5	experiment_2	DAY4	E8	F	53	SC	Day4_E8
C155_E6_Martello_Polo_Day4_E8_F_54	C155	E6	experiment_2	DAY4	E8	F	54	SC	Day4_E8
C155_E7_Martello_Polo_Day4_E8_F_55	C155	E7	experiment_2	DAY4	E8	F	55	SC	Day4_E8
C155_E8_Martello_Polo_Day4_E8_F_56	C155	E8	experiment_2	DAY4	E8	F	56	SC	Day4_E8
C155_E9_Martello_Polo_Day4_E8_F_57	C155	E9	experiment_2	DAY4	E8	F	57	SC	Day4_E8
C155_F1_Martello_Polo_Day4_E8_F_61	C155	F1	experiment_2	DAY4	E8	F	61	SC	Day4_E8
C155_F10_Martello_Polo_Day4_E8_F_70	C155	F10	experiment_2	DAY4	E8	F	70	SC	Day4_E8
C155_F11_Martello_Polo_Day4_E8_F_71	C155	F11	experiment_2	DAY4	E8	F	71	SC	Day4_E8
C155_F12_Martello_Polo_Day4_E8_F_72	C155	F12	experiment_2	DAY4	E8	F	72	SC	Day4_E8
C155_F2_Martello_Polo_Day4_E8_F_62	C155	F2	experiment_2	DAY4	E8	F	62	SC	Day4_E8
C155_F3_Martello_Polo_Day4_E8_F_63	C155	F3	experiment_2	DAY4	E8	F	63	SC	Day4_E8
C155_F4_Martello_Polo_Day4_E8_F_64	C155	F4	experiment_2	DAY4	E8	F	64	SC	Day4_E8
C155_F5_Martello_Polo_Day4_E8_F_65	C155	F5	experiment_2	DAY4	E8	F	65	SC	Day4_E8
C155_F6_Martello_Polo_Day4_E8_F_66	C155	F6	experiment_2	DAY4	E8	F	66	SC	Day4_E8
C155_F7_Martello_Polo_Day4_E8_F_67	C155	F7	experiment_2	DAY4	E8	F	67	SC	Day4_E8
C155_F8_Martello_Polo_Day4_E8_F_68	C155	F8	experiment_2	DAY4	E8	F	68	SC	Day4_E8
C155_F9_Martello_Polo_Day4_E8_F_69	C155	F9	experiment_2	DAY4	E8	F	69	SC	Day4_E8
C155_G1_Martello_Polo_Day4_E8_F_73	C155	G1	experiment_2	DAY4	E8	F	73	SC	Day4_E8
C155_G10_Martello_Polo_Day4_E8_F_82	C155	G10	experiment_2	DAY4	E8	F	82	SC	Day4_E8
C155_G11_Martello_Polo_Day4_E8_F_83	C155	G11	experiment_2	DAY4	E8	F	83	SC	Day4_E8
C155_G12_Martello_Polo_Day4_E8_F_84	C155	G12	experiment_2	DAY4	E8	F	84	SC	Day4_E8
C155_G2_Martello_Polo_Day4_E8_F_74	C155	G2	experiment_2	DAY4	E8	F	74	SC	Day4_E8
C155_G3_Martello_Polo_Day4_E8_F_75	C155	G3	experiment_2	DAY4	E8	F	75	SC	Day4_E8
C155_G4_Martello_Polo_Day4_E8_F_76	C155	G4	experiment_2	DAY4	E8	F	76	SC	Day4_E8
C155_G5_Martello_Polo_Day4_E8_F_77	C155	G5	experiment_2	DAY4	E8	F	77	SC	Day4_E8
C155_G6_Martello_Polo_Day4_E8_F_78	C155	G6	experiment_2	DAY4	E8	F	78	SC	Day4_E8
C155_G7_Martello_Polo_Day4_E8_F_79	C155	G7	experiment_2	DAY4	E8	F	79	SC	Day4_E8
C155_G8_Martello_Polo_Day4_E8_F_80	C155	G8	experiment_2	DAY4	E8	F	80	SC	Day4_E8
C155_G9_Martello_Polo_Day4_E8_F_81	C155	G9	experiment_2	DAY4	E8	F	81	SC	Day4_E8
C155_H1_Martello_Polo_Day4_E8_F_85	C155	H1	experiment_2	DAY4	E8	F	85	SC	Day4_E8
C155_H10_Martello_Polo_Day4_E8_F_94	C155	H10	experiment_2	DAY4	E8	F	94	SC	Day4_E8
C155_H11_Martello_Polo_Day4_E8_F_95	C155	H11	experiment_2	DAY4	E8	F	95	SC	Day4_E8
C155_H12_Martello_Polo_Day4_E8_F_96_MINIBULK	C155	H12	experiment_2	DAY4	E8	F	96	MINIBULK	Day4_E8
C155_H2_Martello_Polo_Day4_E8_F_86	C155	H2	experiment_2	DAY4	E8	F	86	SC	Day4_E8
C155_H3_Martello_Polo_Day4_E8_F_87	C155	H3	experiment_2	DAY4	E8	F	87	SC	Day4_E8
C155_H4_Martello_Polo_Day4_E8_F_88	C155	H4	experiment_2	DAY4	E8	F	88	SC	Day4_E8
C155_H5_Martello_Polo_Day4_E8_F_89	C155	H5	experiment_2	DAY4	E8	F	89	SC	Day4_E8
C155_H6_Martello_Polo_Day4_E8_F_90	C155	H6	experiment_2	DAY4	E8	F	90	SC	Day4_E8
C155_H7_Martello_Polo_Day4_E8_F_91	C155	H7	experiment_2	DAY4	E8	F	91	SC	Day4_E8
C155_H8_Martello_Polo_Day4_E8_F_92	C155	H8	experiment_2	DAY4	E8	F	92	SC	Day4_E8
C155_H9_Martello_Polo_Day4_E8_F_93	C155	H9	experiment_2	DAY4	E8	F	93	SC	Day4_E8
C187_A1_Martello_Polo_Day6_E8_D_1_EMPTY	C187	A1	experiment_2	DAY6	E8	D	1	EMPTY	Day6_E8
C187_A10_Martello_Polo_Day6_E8_D_10	C187	A10	experiment_2	DAY6	E8	D	10	SC	Day6_E8
C187_A11_Martello_Polo_Day6_E8_D_11	C187	A11	experiment_2	DAY6	E8	D	11	SC	Day6_E8
C187_A12_Martello_Polo_Day6_E8_D_12	C187	A12	experiment_2	DAY6	E8	D	12	SC	Day6_E8
C187_A2_Martello_Polo_Day6_E8_D_2	C187	A2	experiment_2	DAY6	E8	D	2	SC	Day6_E8
C187_A3_Martello_Polo_Day6_E8_D_3	C187	A3	experiment_2	DAY6	E8	D	3	SC	Day6_E8
C187_A4_Martello_Polo_Day6_E8_D_4	C187	A4	experiment_2	DAY6	E8	D	4	SC	Day6_E8
C187_A5_Martello_Polo_Day6_E8_D_5	C187	A5	experiment_2	DAY6	E8	D	5	SC	Day6_E8
C187_A6_Martello_Polo_Day6_E8_D_6	C187	A6	experiment_2	DAY6	E8	D	6	SC	Day6_E8
C187_A7_Martello_Polo_Day6_E8_D_7	C187	A7	experiment_2	DAY6	E8	D	7	SC	Day6_E8
C187_A8_Martello_Polo_Day6_E8_D_8	C187	A8	experiment_2	DAY6	E8	D	8	SC	Day6_E8
C187_A9_Martello_Polo_Day6_E8_D_9	C187	A9	experiment_2	DAY6	E8	D	9	SC	Day6_E8
C187_B1_Martello_Polo_Day6_E8_D_13	C187	B1	experiment_2	DAY6	E8	D	13	SC	Day6_E8
C187_B10_Martello_Polo_Day6_E8_D_22	C187	B10	experiment_2	DAY6	E8	D	22	SC	Day6_E8
C187_B11_Martello_Polo_Day6_E8_D_23	C187	B11	experiment_2	DAY6	E8	D	23	SC	Day6_E8
C187_B12_Martello_Polo_Day6_E8_D_24	C187	B12	experiment_2	DAY6	E8	D	24	SC	Day6_E8
C187_B2_Martello_Polo_Day6_E8_D_14	C187	B2	experiment_2	DAY6	E8	D	14	SC	Day6_E8
C187_B3_Martello_Polo_Day6_E8_D_15	C187	B3	experiment_2	DAY6	E8	D	15	SC	Day6_E8
C187_B4_Martello_Polo_Day6_E8_D_16	C187	B4	experiment_2	DAY6	E8	D	16	SC	Day6_E8
C187_B5_Martello_Polo_Day6_E8_D_17	C187	B5	experiment_2	DAY6	E8	D	17	SC	Day6_E8
C187_B6_Martello_Polo_Day6_E8_D_18	C187	B6	experiment_2	DAY6	E8	D	18	SC	Day6_E8
C187_B7_Martello_Polo_Day6_E8_D_19	C187	B7	experiment_2	DAY6	E8	D	19	SC	Day6_E8
C187_B8_Martello_Polo_Day6_E8_D_20	C187	B8	experiment_2	DAY6	E8	D	20	SC	Day6_E8
C187_B9_Martello_Polo_Day6_E8_D_21	C187	B9	experiment_2	DAY6	E8	D	21	SC	Day6_E8
C187_C1_Martello_Polo_Day6_E8_D_25	C187	C1	experiment_2	DAY6	E8	D	25	SC	Day6_E8
C187_C10_Martello_Polo_Day6_E8_D_34	C187	C10	experiment_2	DAY6	E8	D	34	SC	Day6_E8
C187_C11_Martello_Polo_Day6_E8_D_35	C187	C11	experiment_2	DAY6	E8	D	35	SC	Day6_E8
C187_C12_Martello_Polo_Day6_E8_D_36	C187	C12	experiment_2	DAY6	E8	D	36	SC	Day6_E8
C187_C2_Martello_Polo_Day6_E8_D_26	C187	C2	experiment_2	DAY6	E8	D	26	SC	Day6_E8
C187_C3_Martello_Polo_Day6_E8_D_27	C187	C3	experiment_2	DAY6	E8	D	27	SC	Day6_E8
C187_C4_Martello_Polo_Day6_E8_D_28	C187	C4	experiment_2	DAY6	E8	D	28	SC	Day6_E8
C187_C5_Martello_Polo_Day6_E8_D_29	C187	C5	experiment_2	DAY6	E8	D	29	SC	Day6_E8
C187_C6_Martello_Polo_Day6_E8_D_30	C187	C6	experiment_2	DAY6	E8	D	30	SC	Day6_E8
C187_C7_Martello_Polo_Day6_E8_D_31	C187	C7	experiment_2	DAY6	E8	D	31	SC	Day6_E8
C187_C8_Martello_Polo_Day6_E8_D_32	C187	C8	experiment_2	DAY6	E8	D	32	SC	Day6_E8
C187_C9_Martello_Polo_Day6_E8_D_33	C187	C9	experiment_2	DAY6	E8	D	33	SC	Day6_E8
C187_D1_Martello_Polo_Day6_E8_D_37	C187	D1	experiment_2	DAY6	E8	D	37	SC	Day6_E8
C187_D10_Martello_Polo_Day6_E8_D_46	C187	D10	experiment_2	DAY6	E8	D	46	SC	Day6_E8
C187_D11_Martello_Polo_Day6_E8_D_47	C187	D11	experiment_2	DAY6	E8	D	47	SC	Day6_E8
C187_D12_Martello_Polo_Day6_E8_D_48	C187	D12	experiment_2	DAY6	E8	D	48	SC	Day6_E8
C187_D2_Martello_Polo_Day6_E8_D_38	C187	D2	experiment_2	DAY6	E8	D	38	SC	Day6_E8
C187_D3_Martello_Polo_Day6_E8_D_39	C187	D3	experiment_2	DAY6	E8	D	39	SC	Day6_E8
C187_D4_Martello_Polo_Day6_E8_D_40	C187	D4	experiment_2	DAY6	E8	D	40	SC	Day6_E8
C187_D5_Martello_Polo_Day6_E8_D_41	C187	D5	experiment_2	DAY6	E8	D	41	SC	Day6_E8
C187_D6_Martello_Polo_Day6_E8_D_42	C187	D6	experiment_2	DAY6	E8	D	42	SC	Day6_E8
C187_D7_Martello_Polo_Day6_E8_D_43	C187	D7	experiment_2	DAY6	E8	D	43	SC	Day6_E8
C187_D8_Martello_Polo_Day6_E8_D_44	C187	D8	experiment_2	DAY6	E8	D	44	SC	Day6_E8
C187_D9_Martello_Polo_Day6_E8_D_45	C187	D9	experiment_2	DAY6	E8	D	45	SC	Day6_E8
C187_E1_Martello_Polo_Day6_E8_D_49	C187	E1	experiment_2	DAY6	E8	D	49	SC	Day6_E8
C187_E10_Martello_Polo_Day6_E8_D_58	C187	E10	experiment_2	DAY6	E8	D	58	SC	Day6_E8
C187_E11_Martello_Polo_Day6_E8_D_59	C187	E11	experiment_2	DAY6	E8	D	59	SC	Day6_E8
C187_E12_Martello_Polo_Day6_E8_D_60	C187	E12	experiment_2	DAY6	E8	D	60	SC	Day6_E8
C187_E2_Martello_Polo_Day6_E8_D_50	C187	E2	experiment_2	DAY6	E8	D	50	SC	Day6_E8
C187_E3_Martello_Polo_Day6_E8_D_51	C187	E3	experiment_2	DAY6	E8	D	51	SC	Day6_E8
C187_E4_Martello_Polo_Day6_E8_D_52	C187	E4	experiment_2	DAY6	E8	D	52	SC	Day6_E8
C187_E5_Martello_Polo_Day6_E8_D_53	C187	E5	experiment_2	DAY6	E8	D	53	SC	Day6_E8
C187_E6_Martello_Polo_Day6_E8_D_54	C187	E6	experiment_2	DAY6	E8	D	54	SC	Day6_E8
C187_E7_Martello_Polo_Day6_E8_D_55	C187	E7	experiment_2	DAY6	E8	D	55	SC	Day6_E8
C187_E8_Martello_Polo_Day6_E8_D_56	C187	E8	experiment_2	DAY6	E8	D	56	SC	Day6_E8
C187_E9_Martello_Polo_Day6_E8_D_57	C187	E9	experiment_2	DAY6	E8	D	57	SC	Day6_E8
C187_F1_Martello_Polo_Day6_E8_D_61	C187	F1	experiment_2	DAY6	E8	D	61	SC	Day6_E8
C187_F10_Martello_Polo_Day6_E8_D_70	C187	F10	experiment_2	DAY6	E8	D	70	SC	Day6_E8
C187_F11_Martello_Polo_Day6_E8_D_71	C187	F11	experiment_2	DAY6	E8	D	71	SC	Day6_E8
C187_F12_Martello_Polo_Day6_E8_D_72	C187	F12	experiment_2	DAY6	E8	D	72	SC	Day6_E8
C187_F2_Martello_Polo_Day6_E8_D_62	C187	F2	experiment_2	DAY6	E8	D	62	SC	Day6_E8
C187_F3_Martello_Polo_Day6_E8_D_63	C187	F3	experiment_2	DAY6	E8	D	63	SC	Day6_E8
C187_F4_Martello_Polo_Day6_E8_D_64	C187	F4	experiment_2	DAY6	E8	D	64	SC	Day6_E8
C187_F5_Martello_Polo_Day6_E8_D_65	C187	F5	experiment_2	DAY6	E8	D	65	SC	Day6_E8
C187_F6_Martello_Polo_Day6_E8_D_66	C187	F6	experiment_2	DAY6	E8	D	66	SC	Day6_E8
C187_F7_Martello_Polo_Day6_E8_D_67	C187	F7	experiment_2	DAY6	E8	D	67	SC	Day6_E8
C187_F8_Martello_Polo_Day6_E8_D_68	C187	F8	experiment_2	DAY6	E8	D	68	SC	Day6_E8
C187_F9_Martello_Polo_Day6_E8_D_69	C187	F9	experiment_2	DAY6	E8	D	69	SC	Day6_E8
C187_G1_Martello_Polo_Day6_E8_D_73	C187	G1	experiment_2	DAY6	E8	D	73	SC	Day6_E8
C187_G10_Martello_Polo_Day6_E8_D_82	C187	G10	experiment_2	DAY6	E8	D	82	SC	Day6_E8
C187_G11_Martello_Polo_Day6_E8_D_83	C187	G11	experiment_2	DAY6	E8	D	83	SC	Day6_E8
C187_G12_Martello_Polo_Day6_E8_D_84	C187	G12	experiment_2	DAY6	E8	D	84	SC	Day6_E8
C187_G2_Martello_Polo_Day6_E8_D_74	C187	G2	experiment_2	DAY6	E8	D	74	SC	Day6_E8
C187_G3_Martello_Polo_Day6_E8_D_75	C187	G3	experiment_2	DAY6	E8	D	75	SC	Day6_E8
C187_G4_Martello_Polo_Day6_E8_D_76	C187	G4	experiment_2	DAY6	E8	D	76	SC	Day6_E8
C187_G5_Martello_Polo_Day6_E8_D_77	C187	G5	experiment_2	DAY6	E8	D	77	SC	Day6_E8
C187_G6_Martello_Polo_Day6_E8_D_78	C187	G6	experiment_2	DAY6	E8	D	78	SC	Day6_E8
C187_G7_Martello_Polo_Day6_E8_D_79	C187	G7	experiment_2	DAY6	E8	D	79	SC	Day6_E8
C187_G8_Martello_Polo_Day6_E8_D_80	C187	G8	experiment_2	DAY6	E8	D	80	SC	Day6_E8
C187_G9_Martello_Polo_Day6_E8_D_81	C187	G9	experiment_2	DAY6	E8	D	81	SC	Day6_E8
C187_H1_Martello_Polo_Day6_E8_D_85	C187	H1	experiment_2	DAY6	E8	D	85	SC	Day6_E8
C187_H10_Martello_Polo_Day6_E8_D_94	C187	H10	experiment_2	DAY6	E8	D	94	SC	Day6_E8
C187_H11_Martello_Polo_Day6_E8_D_95	C187	H11	experiment_2	DAY6	E8	D	95	SC	Day6_E8
C187_H12_Martello_Polo_Day6_E8_D_96_MINIBULK	C187	H12	experiment_2	DAY6	E8	D	96	MINIBULK	Day6_E8
C187_H2_Martello_Polo_Day6_E8_D_86	C187	H2	experiment_2	DAY6	E8	D	86	SC	Day6_E8
C187_H3_Martello_Polo_Day6_E8_D_87	C187	H3	experiment_2	DAY6	E8	D	87	SC	Day6_E8
C187_H4_Martello_Polo_Day6_E8_D_88	C187	H4	experiment_2	DAY6	E8	D	88	SC	Day6_E8
C187_H5_Martello_Polo_Day6_E8_D_89	C187	H5	experiment_2	DAY6	E8	D	89	SC	Day6_E8
C187_H6_Martello_Polo_Day6_E8_D_90	C187	H6	experiment_2	DAY6	E8	D	90	SC	Day6_E8
C187_H7_Martello_Polo_Day6_E8_D_91	C187	H7	experiment_2	DAY6	E8	D	91	SC	Day6_E8
C187_H8_Martello_Polo_Day6_E8_D_92	C187	H8	experiment_2	DAY6	E8	D	92	SC	Day6_E8
C187_H9_Martello_Polo_Day6_E8_D_93	C187	H9	experiment_2	DAY6	E8	D	93	SC	Day6_E8
